transaction_id,date,customer_id,product_category,product_name,quantity,unit_price,total_amount,payment_method,region
TXN-00804,2024-08-24,CUST-3359,Electronics,Webcam,4,107.3,429.2,PayPal,West
TXN-00805,2024-11-09,CUST-4372,Clothing,Denim Jeans,4,140.05,560.2,Debit Card,North
TXN-00806,2024-07-20,CUST-3861,Electronics,Bluetooth Speaker,5,91.1,455.5,Debit Card,West
TXN-00807,2024-07-29,CUST-4120,sports,Yoga Mat,5,231.12,1155.6,Bank Transfer,South
TXN-00808,2024-05-09,CUST-1849,Sports,Yoga Mat,4,117.44,469.76,Debit Card,West
TXN-00809,2024-01-20,CUST-1043,Home & Garden,Garden Hose,4,148.0,592.0,Debit Card,West
TXN-00810,2024-03-12,CUST-2928,Home & Garden,LED Bulb Pack,5,34.65,173.25,Bank Transfer,South
TXN-00811,2024-02-09,CUST-3750,Electronics,Bluetooth Speaker,2,68.92,137.84,Debit Card,West
TXN-00812,2024-12-22,CUST-1195,Sports,Dumbbell Set,1,120.23,120.23,Credit Card,North
TXN-00813,2024-01-25,CUST-4163,Books,Data Engineering Guide,2,63.99,-127.98,Credit Card,North
TXN-00814,2024-06-21,CUST-4360,Clothing,Cotton T-Shirt,1,240.08,240.08,Debit Card,South
TXN-00815,2024-01-23,CUST-2702,sports,Water Bottle,2,189.27,378.54,Bank Transfer,West
TXN-00816,2024-03-02,CUST-1951,clothing,Denim Jeans,,197.92,197.92,Credit Card,West
TXN-00817,2024-04-18,CUST-2879,clothing,Wool Socks,1,24.86,24.86,PayPal,West
TXN-00818,2024-02-22,CUST-3918,Sports,Tennis Balls,3,287.91,863.73,Bank Transfer,South
TXN-00819,2024-06-19,CUST-1718,Home & Garden,Door Mat,3,10.21,30.63,Bank Transfer,West
TXN-00820,2024-09-18,CUST-3623,Clothing,Wool Socks,2,11.26,22.52,Credit Card,East
TXN-00821,2024-05-01,CUST-4022,Books,Clean Code,2,115.48,230.96,Debit Card,West
TXN-00822,2024-04-14,CUST-3629,Electronics,Power Bank,3,44.61,133.83,Credit Card,West
TXN-00823,2024-11-27,CUST-4328,Home & Garden,LED Bulb Pack,3,106.1,318.3,Credit Card,South
TXN-00824,2024-12-17,CUST-3851,Clothing,Winter Jacket,2,135.49,-270.98,Bank Transfer,North
TXN-00825,2024-04-08,CUST-1213,Clothing,Denim Jeans,5,166.9,834.5,Debit Card,South
TXN-00826,2024-09-16,CUST-1320,Books,SQL Fundamentals,2,77.25,154.5,Debit Card,East
TXN-00827,2024-05-26,CUST-3361,Books,Data Engineering Guide,4,28.6,114.4,Bank Transfer,West
TXN-00828,2024-03-26,CUST-2928,Books,Clean Code,2,246.77,493.54,Credit Card,West
TXN-00829,2024-08-06,CUST-4498,Electronics,Webcam,2,168.09,336.18,Bank Transfer,West
TXN-00830,2024-06-05,CUST-2857,Home & Garden,Candle Set,3,45.31,135.93,Debit Card,South
TXN-00831,2024-01-03,CUST-1052,Sports,Water Bottle,4,282.37,1129.48,PayPal,West
TXN-00832,2024-09-07,CUST-2260,Sports,Yoga Mat,5,52.9,264.5,PayPal,East
TXN-00833,2024-09-17,CUST-3904,Books,SQL Fundamentals,4,278.31,1113.24,Debit Card,West
TXN-00834,2024-01-18,CUST-4774,Home & Garden,Door Mat,,201.37,201.37,Debit Card,East
TXN-00835,2024-11-05,CUST-2865,Clothing,Baseball Cap,2,8.64,17.28,Bank Transfer,West
TXN-00836,2024-12-27,CUST-3400,Electronics,Laptop Stand,2,249.77,499.54,PayPal,West
TXN-00837,2024-10-27,CUST-2261,Books,Design Patterns,1,192.67,192.67,PayPal,South
TXN-00838,2024-05-17,CUST-4066,Clothing,Winter Jacket,1,296.16,296.16,Credit Card,North
TXN-00839,2024-02-05,CUST-4169,Books,Design Patterns,4,55.34,221.36,Debit Card,South
TXN-00840,2024-09-06,CUST-1745,Sports,Jump Rope,2,59.76,119.52,Debit Card,South
TXN-00841,2024-05-12,CUST-4695,Books,Clean Code,2,28.54,57.08,Credit Card,East
TXN-00842,2024-02-02,CUST-2401,Electronics,Power Bank,1,7.8,7.8,Credit Card,North
TXN-00843,2024-02-19,CUST-1864,Sports,Jump Rope,3,279.97,839.91,PayPal,West
TXN-00844,2024-06-21,CUST-2518,Home & Garden,Wall Clock,3,201.19,603.57,Credit Card,East
TXN-00845,2024-06-18,CUST-4302,ELECTRONICS,Monitor Cable,2,12.58,25.16,PayPal,South
TXN-00846,2024-07-07,CUST-2851,Sports,Tennis Balls,4,199.76,-799.04,PayPal,North
TXN-00847,2024-11-20,CUST-2475,Electronics,Keyboard,2,183.99,367.98,Credit Card,East
TXN-00848,2024-08-07,CUST-4846,Books,Design Patterns,4,91.69,366.76,Debit Card,North
TXN-00849,2024-03-06,CUST-3039,Electronics,Power Bank,4,286.73,1146.92,Debit Card,South
TXN-00850,2024-04-18,CUST-1698,ELECTRONICS,Wireless Mouse,3,271.27,813.81,Debit Card,East
TXN-00851,2024-12-06,CUST-2950,Electronics,Power Bank,3,262.21,786.63,Credit Card,East
TXN-00852,2024-07-12,CUST-4728,Books,Clean Code,4,243.48,973.92,Credit Card,East
TXN-00853,2024-02-14,CUST-1456,Electronics,Laptop Stand,1,173.98,173.98,PayPal,West
TXN-00854,2024-10-22,CUST-4018,Electronics,Laptop Stand,4,99.29,397.16,Debit Card,South
TXN-00855,2024-02-24,CUST-2619,Electronics,Power Bank,3,251.97,755.91,Bank Transfer,South
TXN-00856,2024-11-03,CUST-2160,Clothing,Silk Scarf,1,181.66,181.66,Credit Card,East
TXN-00857,2024-12-27,CUST-3350,Books,Data Engineering Guide,4,22.35,89.4,Debit Card,South
TXN-00858,2024-04-25,CUST-3868,Electronics,Bluetooth Speaker,4,93.23,372.92,Debit Card,North
TXN-00859,2024-10-07,CUST-2606,Home & Garden,Throw Pillow,4,120.36,481.44,PayPal,East
TXN-00860,2024-12-22,CUST-4780,Clothing,Baseball Cap,2,100.41,200.82,Credit Card,East
TXN-00861,2024-08-22,CUST-3681,Clothing,Winter Jacket,3,269.67,809.01,Debit Card,North
TXN-00862,2024-07-04,CUST-3973,Sports,Jump Rope,4,205.43,821.72,Credit Card,North
TXN-00863,2024-07-01,CUST-4990,Books,Python Cookbook,5,196.77,983.85,Debit Card,West
TXN-00864,2024-05-05,CUST-1139,Electronics,Power Bank,5,286.58,1432.9,Bank Transfer,North
TXN-00865,2024-08-25,CUST-4542,Books,Design Patterns,1,40.4,40.4,Bank Transfer,South
TXN-00866,2024-01-12,CUST-3403,Sports,Jump Rope,1,239.32,239.32,Bank Transfer,West
TXN-00867,2024-06-01,CUST-3340,Clothing,Wool Socks,5,59.54,297.7,Credit Card,West
TXN-00868,2024-10-11,CUST-4348,Sports,Foam Roller,5,251.95,1259.75,Credit Card,South
TXN-00869,2024-12-03,CUST-4676,Electronics,Bluetooth Speaker,,136.93,136.93,PayPal,North
TXN-00870,2024-01-21,CUST-1527,Sports,Resistance Bands,3,256.17,768.51,Credit Card,East
TXN-00871,2024-07-05,CUST-4957,Sports,Dumbbell Set,,93.67,93.67,PayPal,West
TXN-00872,2024-03-12,CUST-3363,Books,Clean Code,3,183.81,551.43,Credit Card,North
TXN-00873,2024-05-01,CUST-1150,Clothing,Denim Jeans,2,179.57,359.14,Bank Transfer,North
TXN-00874,2024-10-08,CUST-2044,Home & Garden,LED Bulb Pack,1,283.69,283.69,Debit Card,South
TXN-00875,2024-02-06,CUST-3578,Home & Garden,Door Mat,3,171.27,513.81,Debit Card,West
TXN-00876,2024-03-19,CUST-2295,Books,Clean Code,3,41.76,125.28,Bank Transfer,North
TXN-00877,2024-06-17,CUST-3622,Electronics,Keyboard,2,261.3,522.6,Credit Card,North
TXN-00878,2024-07-12,CUST-4968,Clothing,Cotton T-Shirt,1,56.84,56.84,PayPal,West
TXN-00879,2024-02-18,CUST-3166,Home & Garden,Wall Clock,3,184.2,552.6,Debit Card,East
TXN-00880,2024-07-18,CUST-1740,Home & Garden,Door Mat,5,167.74,838.7,Bank Transfer,West
TXN-00881,2024-10-30,CUST-1522,Home & garden,Door Mat,2,47.09,94.18,PayPal,North
TXN-00882,2024-11-23,CUST-4991,Home & Garden,LED Bulb Pack,4,213.5,854.0,PayPal,West
TXN-00883,2024-09-14,CUST-2174,Home & Garden,Candle Set,2,95.03,190.06,PayPal,West
TXN-00884,2024-06-09,CUST-4462,Electronics,USB-C Hub,1,53.71,53.71,PayPal,West
TXN-00885,2024-01-06,CUST-4941,Books,Design Patterns,4,156.92,627.68,Credit Card,West
TXN-00886,2024-01-08,CUST-3524,Clothing,Wool Socks,,130.36,130.36,PayPal,South
TXN-00887,2024-12-04,CUST-4894,Sports,Yoga Mat,2,203.98,407.96,Debit Card,South
TXN-00888,2024-02-08,CUST-2503,Clothing,Cotton T-Shirt,4,55.29,221.16,PayPal,South
TXN-00889,2024-10-03,CUST-4484,Electronics,Power Bank,2,5.66,11.32,Bank Transfer,South
TXN-00890,2024-06-05,CUST-4805,Sports,Yoga Mat,5,255.26,1276.3,Credit Card,West
TXN-00891,2024-06-17,CUST-2222,home & garden,Door Mat,3,7.61,22.83,Debit Card,North
TXN-00892,2024-09-27,CUST-3106,Clothing,Winter Jacket,,231.98,231.98,PayPal,South
TXN-00893,2024-08-28,CUST-2619,Home & Garden,Throw Pillow,5,244.4,1222.0,Bank Transfer,West
TXN-00894,2024-03-23,CUST-1572,Home & Garden,Plant Pot,2,37.65,75.3,Debit Card,West
TXN-00895,2024-08-03,CUST-4047,Home & Garden,LED Bulb Pack,4,288.1,1152.4,Credit Card,West
TXN-00896,2024-09-07,CUST-3253,Books,Design Patterns,4,153.04,612.16,Bank Transfer,South
TXN-00897,2024-02-26,CUST-4922,Electronics,Bluetooth Speaker,5,9.03,45.15,Credit Card,East
TXN-00898,2024-08-07,CUST-4999,Sports,Jump Rope,3,148.34,445.02,Debit Card,South
TXN-00899,2024-09-18,CUST-1765,Clothing,Cotton T-Shirt,2,201.56,403.12,Bank Transfer,North
TXN-00900,2024-12-24,CUST-3991,Sports,Resistance Bands,5,190.52,952.6,Credit Card,South
TXN-00901,2024-07-24,CUST-1157,Home & Garden,LED Bulb Pack,5,63.89,319.45,Bank Transfer,West
TXN-00902,2024-09-25,CUST-2255,Clothing,Winter Jacket,5,130.98,654.9,Credit Card,East
TXN-00903,2024-07-05,CUST-2149,Home & Garden,LED Bulb Pack,1,58.61,-58.61,PayPal,South
TXN-00904,2024-05-26,CUST-2933,Home & Garden,Plant Pot,3,284.75,854.25,PayPal,North
TXN-00905,2024-02-19,CUST-3740,Electronics,Bluetooth Speaker,3,224.16,672.48,PayPal,South
TXN-00906,2024-11-28,CUST-2130,Clothing,Cotton T-Shirt,2,190.71,381.42,Credit Card,South
TXN-00907,2024-04-08,CUST-3886,Books,Python Cookbook,5,106.15,530.75,Debit Card,South
TXN-00908,2024-01-23,CUST-1523,Clothing,Wool Socks,5,292.65,1463.25,Bank Transfer,North
TXN-00909,2024-08-11,CUST-1277,Books,Clean Code,2,181.74,363.48,Debit Card,East
TXN-00910,2024-01-24,CUST-4914,SPORTS,Resistance Bands,4,151.03,604.12,Credit Card,South
TXN-00911,2024-08-12,CUST-4074,Sports,Tennis Balls,5,85.09,425.45,Debit Card,South
TXN-00912,2024-10-30,CUST-3853,Electronics,Power Bank,5,81.35,406.75,PayPal,East
TXN-00913,2024-10-09,CUST-1487,Clothing,Baseball Cap,1,193.68,193.68,PayPal,South
TXN-00914,2024-05-18,CUST-4577,Electronics,Laptop Stand,2,162.7,-325.4,PayPal,East
TXN-00915,2024-06-15,CUST-1340,Sports,Resistance Bands,5,91.99,459.95,Credit Card,East
TXN-00916,2024-04-22,CUST-3992,Home & Garden,Plant Pot,5,36.4,182.0,Bank Transfer,East
TXN-00917,2024-11-16,CUST-3598,Sports,Tennis Balls,3,84.29,252.87,Bank Transfer,South
TXN-00918,2024-08-16,CUST-1949,Books,Machine Learning Intro,2,140.52,281.04,Debit Card,South
TXN-00919,2024-10-18,CUST-3009,Clothing,Cotton T-Shirt,2,246.15,492.3,Debit Card,North
TXN-00920,2024-03-14,CUST-1295,Books,Design Patterns,1,218.66,218.66,Credit Card,North
TXN-00921,2024-07-12,CUST-2572,Electronics,Wireless Mouse,1,83.96,83.96,Credit Card,North
TXN-00922,2024-02-24,CUST-3221,Home & Garden,Plant Pot,4,229.1,916.4,Debit Card,East
TXN-00923,2024-06-18,CUST-2961,Clothing,Baseball Cap,5,41.31,206.55,Credit Card,East
TXN-00924,2024-02-22,CUST-3095,Books,Python Cookbook,4,48.47,193.88,Debit Card,West
TXN-00925,2024-12-17,CUST-4621,Electronics,USB-C Hub,3,110.4,331.2,Credit Card,East
TXN-00926,2024-02-13,CUST-4668,Electronics,Bluetooth Speaker,3,181.88,545.64,Debit Card,East
TXN-00927,2024-11-15,CUST-4348,Home & Garden,Plant Pot,4,200.2,800.8,Credit Card,North
TXN-00928,2024-03-17,CUST-4185,Clothing,Winter Jacket,4,245.31,981.24,Bank Transfer,East
TXN-00929,2024-03-15,CUST-1370,Home & Garden,LED Bulb Pack,3,99.19,297.57,Bank Transfer,East
TXN-00930,2024-03-11,CUST-4285,Clothing,Baseball Cap,5,150.31,751.55,Debit Card,West
TXN-00931,2024-02-12,CUST-3379,Books,Design Patterns,2,212.41,424.82,Credit Card,South
TXN-00932,2024-01-09,CUST-2484,Sports,Resistance Bands,1,273.84,273.84,Debit Card,East
TXN-00933,2024-08-23,CUST-1590,Sports,Jump Rope,2,21.48,42.96,Debit Card,West
TXN-00934,2024-01-14,CUST-3851,Books,Design Patterns,5,26.76,133.8,Debit Card,North
TXN-00935,2024-03-16,CUST-2496,Clothing,Cotton T-Shirt,4,49.17,196.68,Debit Card,East
TXN-00936,2024-08-28,CUST-2685,Home & Garden,Door Mat,3,37.82,113.46,Credit Card,South
TXN-00937,2024-09-14,CUST-1656,Electronics,Monitor Cable,4,168.47,673.88,PayPal,South
TXN-00938,2024-08-04,CUST-4815,Clothing,Cotton T-Shirt,2,224.22,448.44,Credit Card,South
TXN-00939,2024-07-19,CUST-1752,Sports,Yoga Mat,4,145.83,583.32,Bank Transfer,West
TXN-00940,2024-03-25,CUST-1223,Home & Garden,LED Bulb Pack,1,27.95,27.95,PayPal,North
TXN-00941,2024-05-02,CUST-2155,Clothing,Cotton T-Shirt,1,228.17,228.17,Debit Card,North
TXN-00942,2024-05-03,CUST-2102,Electronics,Wireless Mouse,4,18.48,73.92,PayPal,North
TXN-00943,2024-07-01,CUST-4078,Home & Garden,Candle Set,4,219.07,876.28,Credit Card,East
TXN-00944,2024-07-27,CUST-4672,Sports,Yoga Mat,4,145.7,582.8,Credit Card,East
TXN-00945,2024-03-23,CUST-1620,BOOKS,Python Cookbook,2,265.89,531.78,Debit Card,South
TXN-00946,2024-09-13,CUST-3114,Sports,Tennis Balls,2,105.01,210.02,Bank Transfer,North
TXN-00947,2024-12-30,CUST-4171,Books,Clean Code,2,172.23,344.46,Credit Card,North
TXN-00948,2024-03-14,CUST-4138,Home & Garden,Wall Clock,1,152.17,152.17,Debit Card,East
TXN-00949,2024-03-23,CUST-1279,Home & Garden,Garden Hose,2,214.64,429.28,Bank Transfer,East
TXN-00950,2024-08-14,CUST-3663,Clothing,Baseball Cap,3,258.4,775.2,Debit Card,West
TXN-00951,2024-07-06,CUST-3099,Sports,Water Bottle,4,154.25,617.0,Credit Card,North
TXN-00952,2024-05-05,CUST-3866,Sports,Water Bottle,5,122.78,613.9,Bank Transfer,West
TXN-00953,2024-12-08,CUST-1382,Home & Garden,Door Mat,4,37.19,148.76,Credit Card,West
TXN-00954,2024-08-09,CUST-1817,Books,SQL Fundamentals,5,148.45,742.25,Bank Transfer,North
TXN-00955,2024-05-22,CUST-2861,Electronics,Power Bank,2,99.45,198.9,Bank Transfer,North
TXN-00956,2024-07-04,CUST-4234,Books,Data Engineering Guide,1,286.02,286.02,PayPal,East
TXN-00957,2024-11-21,CUST-1721,electronics,Monitor Cable,4,262.02,1048.08,PayPal,South
TXN-00958,2024-01-28,CUST-1378,Books,SQL Fundamentals,3,282.86,848.58,Debit Card,West
TXN-00959,2024-06-30,CUST-4738,Sports,Yoga Mat,5,63.57,317.85,Debit Card,East
TXN-00960,2024-12-06,CUST-4373,home & garden,LED Bulb Pack,3,38.51,115.53,Bank Transfer,East
TXN-00961,2024-09-23,CUST-3958,Electronics,Bluetooth Speaker,5,33.75,168.75,Debit Card,West
TXN-00962,2024-12-22,CUST-3236,Clothing,Denim Jeans,2,291.65,583.3,Credit Card,East
TXN-00963,2024-07-05,CUST-1066,Home & Garden,Candle Set,1,211.29,211.29,Bank Transfer,West
TXN-00964,2024-07-29,CUST-2440,Home & Garden,Throw Pillow,3,38.45,115.35,Bank Transfer,East
TXN-00965,2024-03-31,CUST-3264,Sports,Jump Rope,4,192.06,768.24,Credit Card,North
TXN-00966,2024-02-23,CUST-1367,Electronics,Monitor Cable,5,278.52,1392.6,Bank Transfer,North
TXN-00967,2024-12-07,CUST-2187,Books,Machine Learning Intro,1,62.69,62.69,Credit Card,East
TXN-00968,2024-08-25,CUST-2691,books,Data Engineering Guide,3,264.48,793.44,Bank Transfer,South
TXN-00969,2024-01-03,CUST-4687,Books,Data Engineering Guide,5,246.9,1234.5,PayPal,South
TXN-00970,2024-10-19,CUST-2761,Clothing,Winter Jacket,4,249.41,997.64,Bank Transfer,South
TXN-00971,2024-11-21,CUST-2599,Clothing,Running Shoes,4,73.13,292.52,Debit Card,North
TXN-00972,2024-11-19,CUST-3363,Books,Design Patterns,5,51.92,259.6,Credit Card,North
TXN-00973,2024-01-14,CUST-2791,Electronics,Bluetooth Speaker,,213.73,213.73,Credit Card,West
TXN-00974,2024-01-13,CUST-4040,Clothing,Wool Socks,3,60.03,180.09,Debit Card,East
TXN-00975,2024-04-09,CUST-3193,Clothing,Silk Scarf,3,199.47,598.41,Debit Card,North
TXN-00976,2024-11-22,CUST-3373,ELECTRONICS,USB-C Hub,3,82.29,246.87,Credit Card,West
TXN-00977,2024-07-04,CUST-4738,Clothing,Winter Jacket,4,26.7,106.8,Credit Card,South
TXN-00978,2024-12-17,CUST-2719,Books,Design Patterns,2,58.04,-116.08,Debit Card,North
TXN-00979,2024-03-01,CUST-4997,Home & Garden,Throw Pillow,5,166.21,831.05,PayPal,North
TXN-00980,2024-04-08,CUST-3482,Electronics,Bluetooth Speaker,3,38.86,116.58,PayPal,South
TXN-00981,2024-04-22,CUST-1341,Clothing,Winter Jacket,1,107.82,107.82,PayPal,West
TXN-00982,2024-09-10,CUST-2786,Sports,Resistance Bands,2,207.68,415.36,PayPal,West
TXN-00983,2024-02-22,CUST-3390,Sports,Tennis Balls,4,132.87,531.48,PayPal,East
TXN-00984,2024-11-14,CUST-1440,Sports,Resistance Bands,3,269.87,809.61,Bank Transfer,South
TXN-00985,2024-01-18,CUST-4924,Sports,Jump Rope,5,108.91,544.55,Debit Card,East
TXN-00986,2024-08-07,CUST-4239,Clothing,Cotton T-Shirt,3,114.73,344.19,Credit Card,North
TXN-00987,2024-06-12,CUST-3819,Electronics,Laptop Stand,3,270.12,810.36,Bank Transfer,East
TXN-00988,2024-11-04,CUST-1869,Sports,Foam Roller,5,284.14,1420.7,Credit Card,West
TXN-00989,2024-12-15,CUST-4097,Books,SQL Fundamentals,1,241.8,241.8,PayPal,West
TXN-00990,2024-03-02,CUST-1508,Books,SQL Fundamentals,2,175.04,350.08,Credit Card,West
TXN-00991,2024-05-25,CUST-1536,BOOKS,Clean Code,1,25.49,25.49,Bank Transfer,East
TXN-00992,2024-05-20,CUST-2299,Home & Garden,Candle Set,4,185.63,742.52,Bank Transfer,West
TXN-00993,2024-11-24,CUST-4961,Electronics,USB-C Hub,,19.11,19.11,Credit Card,South
TXN-00994,2024-02-23,CUST-2322,Books,Python Cookbook,3,245.76,737.28,Credit Card,North
TXN-00995,2024-05-12,CUST-4618,electronics,USB-C Hub,5,238.52,1192.6,Debit Card,South
TXN-00996,2024-10-25,CUST-2887,Electronics,Monitor Cable,1,158.92,158.92,Bank Transfer,West
TXN-00997,2024-05-23,CUST-2318,Books,SQL Fundamentals,1,109.13,109.13,Debit Card,South
TXN-00998,2024-12-21,CUST-1319,Electronics,Wireless Mouse,2,143.1,286.2,Bank Transfer,North
TXN-00999,2024-06-23,CUST-1854,Sports,Foam Roller,3,214.0,642.0,Credit Card,South
TXN-01000,2024-04-22,CUST-4754,Home & Garden,Throw Pillow,5,64.89,324.45,Credit Card,East
